Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,"Damage Assessment in Malo Island, Sanma Province, Vanuatu","UNOSAT code: TC20200403VUT  This map illustrates potentially damaged structures and buildings in West Malo and East Malo Municipality, Sanma Province, Vanuatu
as detected by satellite image acquired after landfall of the Tropical Cyclone Harold-20 on 6 April 2020. UNITAR-UNOSAT analysis used a Pleiades image acquired on 7 and 10 April 2020 as post event images, Within the Island extent, UNITAR-UNOSAT identified in the cloud free zones 1,345 potentially damaged structures. Taking into account the pre-building footprints provided by Humanitarian OpenStreetMap, this represents about 45 % of the total number of structures within the analyzed cloud-free areas. 
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata,2020-06-03,"April 10, 2020-April 10, 2020",2020-2020,Vanuatu,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-malo-island-sanma-province-vanuatu,?,?,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-malo-island-sanma-province-vanuatu,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Damage Assessment in Luganville Municipality, Sanma Province, Vanuatu","UNOSAT code: TC20200403VUT  This map illustrates potentially damaged structures and buildings in Luganville Municipality, Sanma Province, Vanuatu as detected by satellite image acquired after landfall of the Tropical Cyclone Harold-20 on 6 April 2020. UNITAR-UNOSAT analysis used a Pleiades image acquired on 7 April 2020 as post event image. Within the Luganville Municipality boundary, UNITAR-UNOSAT identified in the cloud free zones 1,972 potentially damaged structures. Taking into account the pre-building footprints provided by OpenStreetMap, this represents about 35 % of the total number of structures within the analyzed cloud free areas.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,cyclones - hurricanes - typhoons|geodata,2020-06-03,"April 09, 2020-April 09, 2020",2020-2020,Vanuatu,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-luganville-municipality-sanma-province-vanuatu,?,?,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-luganville-municipality-sanma-province-vanuatu,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite-detected waters extents over Konarak, Sistan and Baluchestan Province, I. R. of Iran","UNOSAT code: FL20200324IRN  This map illustrates satellite-detected water surface in Konarak County, Sistan and Baluchestan Province, Islamic Republic of Iran, as observed from Sentinel-2 imagery acquired on 23 March 2020. Within the analysed area of about 1,100 km2, a total of 56 km2 of land appear to be flooded in Konarak County. Based on Worldpop population data and the detected surface waters, about 3,700 people are potentially exposed or living close to flooded areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 26, 2020-March 26, 2020",2020-2020,Iran (Islamic Republic Of),?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-23-march-2020-over-konarak-sistan-and-baluchestan-province-i-r-of-ira,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-23-march-2020-over-konarak-sistan-and-baluchestan-province-i-r-of-ira,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite-derived flood assessment in Luapula and Northern provinces, Republic of Zambia","UNOSAT code: FL20200305ZMB  Status: Floods detected in Lunga district
Further actions(s): monitoring over AOI completed
Preliminary observations, impact and severity:
AOI 1: No satellite-detected waters in Chaba city or its vicinity as of 09 March 2020
AOI 2: Mofu city appears to have no evidences of satellite-detected waters as of 09 March 2020
AOI 3: No satellite-detected waters in Samfya city as of 10 March 2020
AOI 4: Satellite-detected waters northern and eastern part of Ncheta island affecting the agricultural fields nearby as of 07 March 2020",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 12, 2020-March 12, 2020",2020-2020,Zambia,?,?,?,https://data.humdata.org/dataset/satellite-derived-flood-assessment-in-luapula-and-northern-provinces-republic-of-zambia,?,?,?,?,?,https://data.humdata.org/dataset/satellite-derived-flood-assessment-in-luapula-and-northern-provinces-republic-of-zambia,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extents and damage assessment  over the eastern part of Ncheta, Zambia","UNOSAT code: FL20200305ZMB  This map illustrates satellite-detected water extents in the eastern part of Ncheta Island, Lunga District, Luapula Province, Republic of Zambia as observed form Pleiades imagery acquired on 7 March 2020. Within the analyzed area several hectares of land appear to be flooded and 29 structures out of 300 are likely flooded within this area.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 10, 2020-March 10, 2020",2020-2020,Zambia,?,?,?,https://data.humdata.org/dataset/water-extents-and-damage-assessment-as-of-7-march-2020-over-the-eastern-part-of-ncheta-zam,?,?,?,?,?,https://data.humdata.org/dataset/water-extents-and-damage-assessment-as-of-7-march-2020-over-the-eastern-part-of-ncheta-zam,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected water extents and damage assessment over the northern part of Ncheta, Zambia","UNOSAT code: FL20200305ZMB  This map illustrates satellite-detected water extents in the northern part of Ncheta Island, Lunga District, Luapula Province, Republic of Zambia as observed form Pleiades imagery acquired on 7 March 2020. Within the analyzed area, a total of about 100ha of land appears to be flooded and 115 structures are completely flooded which represents about 20% of total structures in this zone.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 10, 2020-March 10, 2020",2020-2020,Zambia,?,?,?,https://data.humdata.org/dataset/water-extents-and-damage-assessment-as-of-7-march-2020-over-the-northern-part-of-ncheta-za,?,?,?,?,?,https://data.humdata.org/dataset/water-extents-and-damage-assessment-as-of-7-march-2020-over-the-northern-part-of-ncheta-za,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Satellite detected waters extents over Northern Zambia,"UNOSAT code: FL20200305ZMB  This map illustrates satellite-detected water via VIIRS-NOAA over Central, Luapula, Muchinga and Northern Province in Republic of Zambia between the 1st and the 05th March 2020. Within the analysed extent not covered by clouds, a total of about 10,000 km2 appear to be flooded. Based on Worldpop population about 28,000 people were potentially exposed or living close to flooded areas in Lunga district. This is a preliminary analysis and has not yet been validated in the field. Please send ground fedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 06, 2020-March 06, 2020",2020-2020,Zambia,?,?,?,https://data.humdata.org/dataset/waters-extents-between-the-1st-and-the-05th-march-2020-over-northern-zambia,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-between-the-1st-and-the-05th-march-2020-over-northern-zambia,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extents, as of 4 March 2020 over  Central, Luapula, Muchinga and Northern Province, Zambia","UNOSAT code: FL20200305ZMB  This map illustrates satellite-detected waters in Chitambo, Lunga, Samfya, Lavushimanda and Chilubi District; Central, Luapula, Muchinga and Northern Province of Zambia as observed from Sentinel-1 imagery acquired on 4 March 2020. Within the analysed area of 10,000 km2, a total of about 705 km2 of land appear to be flooded. Based on Worldpop population data and the detected surface waters, about 7,000 people are potentially exposed or living close to flooded areas.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITARUNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"March 06, 2020-March 06, 2020",2020-2020,Zambia,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-4-march-2020-over-central-luapula-muchinga-and-northern-province-zamb,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-4-march-2020-over-central-luapula-muchinga-and-northern-province-zamb,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite dected waters extents, as of 13 February 2020 over the Republic of Madagascar","UNOSAT code: FL20200128MDG  This maps illustrates satellite-detected water via VIIRS-NOAA on the center and the northern part of the Republic of Madagascar between the 09 and the 13 February 2020. Within the analysed extent not covered by clouds, a total of about 9,116 km2 appear to be flooded, of which about 2,098 km2, 1,366 km2 and 834 km2 in Boeny, Melaky and Alaotra-Mangoro region respectively. Based on Worldpop population data and the detected surface waters, about 1,300,000 people are potentially exposed or living close to flooded areas. In Boeny, Melaky and Alaotra-Mangoro regions, respectively 170,000;  35,000 and 80,000 people are potentially exposed or living close to flooded areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"February 14, 2020-February 14, 2020",2020-2020,Madagascar,?,?,?,https://data.humdata.org/dataset/satellite-dected-waters-extents-as-of-13-february-2020-over-the-republic-of-madagascar,?,?,?,?,?,https://data.humdata.org/dataset/satellite-dected-waters-extents-as-of-13-february-2020-over-the-republic-of-madagascar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite dected waters extents, as of 02 February 2020 over the Republic of Madagascar","UNOSAT code: FL20200128MDG  This maps illustrates satellite-detected water via VIIRS-NOAA on the center and the northern part of the Republic of Madagascar between the 29 January and the 02 February 2020. Within the analysed extent not covered by clouds, a total of about 9,718 km2 appear to be flooded, of which about 2,309 km2 and 851 km2 in Boeny and Alaotra-Mangoro region respectively. Based on Worldpop population data and the detected surface waters, about 1,400,000 people are potentially exposed or living close to flooded areas. In Boeny and Alaotra-Mangoro regions, respectively 144,000 and 70,000 people are potentially exposed or living close to flooded areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"February 04, 2020-February 04, 2020",2020-2020,Madagascar,?,?,?,https://data.humdata.org/dataset/satellite-dected-waters-extents-as-of-02-february-2020-over-the-republic-of-madagascar,?,?,?,?,?,https://data.humdata.org/dataset/satellite-dected-waters-extents-as-of-02-february-2020-over-the-republic-of-madagascar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Eaux de surface détectées par satellite en République de Madagascar,"UNOSAT code: FL20200128MDG  Cette carte illustre les eaux de surface détectées via le capteur VIIRS-NOAA sur le centre et le nord de la république de Madagascar entre le 23 janvier et le 27 Janvier 2020. Dans la zone analysée non couverte par les nuages, environ 850,000 personnes sont exposées ou vivent à proximité des zones inondées qui couvrent 9,475 km2. Les plaines du nord-ouest situées dans les régions de Boeny, Sofia et Alaotra Mangoro semblent être particulièrement impactées par les inondations en cours. Ceci est une analyse préliminaire et n'a pas encore été validée sur le terrain. Ne pas hésiter à envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2020-06-03,"January 29, 2020-January 29, 2020",2020-2020,Madagascar,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-en-republique-de-madagascar,?,?,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-en-republique-de-madagascar,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
